,team,adjoe,adjde,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
176,Delaware,112,112.9,0.477,4–3,4,7,57.5,51.9,29.4,35.8,15.5,13.4,22.4,30,69.3,56.3,54.1,39.5,32.1,8.6,10.4,53.3,46.4,40.3,37,69.9,77.166,78.992,1.994,"2,025",0,0,22.411,,78.8,71.5,1.145,1.126,11.896,Delaware
177,Eastern Michigan,109.3,110.4,0.471,2–3,2,5,52.9,52,24,43.3,19.3,17.6,32.5,30.8,68.3,52.3,46.7,35.8,40,12,8.5,40,54.1,40.5,39.7,67.3,77.1,79.963,2.216,"2,025",0,0,27.88,,83.1,71.7,1.09,1.096,10.798,Eastern Michigan
178,Incarnate Word,107.5,108.7,0.468,3–2,3,5,50.2,47.8,37.9,31.4,21.1,19.6,39,37.9,62.2,44.3,45,40.6,36.7,8.5,12.5,57.3,44.4,35.3,27.2,63,77.398,79.753,2.143,"2,025",0,0,2.116,,70.9,72.5,1.059,1.05,7.057,Incarnate Word
179,Richmond,102.3,103.5,0.467,0–4,0,4,48,53.1,20.7,43.3,15.2,17.5,15.2,26.9,61.8,47.5,51.9,32.4,36.3,4.7,15,53.3,57.6,45.9,49,63.4,76.657,81.275,2.048,"2,025",0,0,4.918,,78.3,71.1,0.947,1.084,25.514,Richmond
180,Sacred Heart,103.5,105.3,0.451,3–3,3,6,49.2,49.2,20.8,21.4,18.9,19.9,34.7,31.8,69.1,51.2,49.8,31.4,32.3,7.4,10.4,66,65,48.3,41.9,70.4,76.813,78.951,1.789,"2,025",0,0,0.2,,74.1,70.9,1.053,0.994,4.948,Sacred Heart
181,Milwaukee,101.7,103.8,0.442,2–1,2,3,52,55,38.9,26.4,14.3,26.3,29.4,27.7,69.7,59.3,55.2,25.8,36.5,7.3,6.2,67.5,64.5,35.4,39.6,72.4,76.387,80.04,2.654,"2,025",0,0,2.571,,61.8,71.4,1.071,0.98,3.228,Milwaukee
182,Florida Gulf Coast,102.9,105.1,0.44,2–1,2,3,55,50.9,20.1,32.2,18,13.1,34.6,17.8,68.7,51.6,48.9,41.3,35.4,6.5,8.7,50.5,53.4,33.3,46.2,66.8,77.137,79.675,2.066,"2,025",0,0,12.024,,60.5,72.7,1.121,1.038,2.632,Florida Gulf Coast
183,Alabama St.,101,103.2,0.438,6–1,6,7,47.5,45.9,25.8,37.7,13.4,20.8,28.4,26.9,67.2,44.5,47.6,34.4,28.5,8.5,9.8,49.7,48.7,41.5,33.3,66.7,76.5,79.666,2.346,"2,025",0,0,4.049,,74.1,66.2,1.052,0.916,4.064,Alabama St.
184,American,100.8,103.1,0.436,4–1,4,5,55.6,51,25.1,22.8,16.5,20.9,20.3,25.2,64.1,53.8,51.6,38.5,33.3,3.9,11.7,52,57.8,45.7,41.1,64.5,76.377,79.635,2.039,"2,025",0,0,0.2,,70.1,70,1.073,0.967,3.015,American
185,Hofstra,97.3,99.6,0.433,2–2,2,4,48.4,41.7,16.7,35.5,14.9,16.1,35.5,24.8,62.3,45.3,36.5,34.9,32.9,12.7,12.4,56,54.1,44.3,40.3,62,77.033,79.782,2.035,"2,025",0,0,9.532,,61,69.3,1.056,0.915,2.788,Hofstra
186,N.C. State,100.3,102.7,0.432,1–3,1,4,44.7,53,32.9,32.6,15.5,15.2,25.5,27.6,67.7,41.5,51.5,32.4,38.1,7.2,9.8,63.5,45.5,46.1,27.4,67.2,76.861,79.817,2.541,"2,025",0,0,55.802,,78.7,69.3,0.972,1.094,22.475,N.C. State
187,Western Illinois,110.7,113.4,0.431,2–0,2,2,59.2,45.7,31.7,23.7,17.8,13.7,30.2,30.8,68.7,56.4,45.1,42.9,30.9,12.7,5.1,33.9,49.1,35,48.9,67.4,77.018,79.619,2.578,"2,025",0,0,7.691,,68.4,69.7,1.152,1.028,3.625,Western Illinois
188,Montana St.,102.4,104.9,0.431,3–2,3,5,56.5,45.9,24.4,22.7,15.2,15.2,16.2,33.3,63.3,60.7,48.5,33.9,26.9,11.4,8.7,59.7,44.7,42.7,31.5,63.7,78.403,80.153,2.577,"2,025",0,0,22.014,,67.2,74.6,1.071,1.014,8.405,Montana St.
189,Towson,117.7,120.6,0.431,3–1,3,4,54.3,60.7,32.2,32.6,13.2,15.5,40,25.4,64.6,49.7,55.8,41.3,45.3,9.3,5.2,39.5,43.2,37.6,40,64.4,77.201,79.7,1.968,"2,025",0,0,1.993,,64.6,60,1.227,1.173,5.369,Towson
190,LIU,99.5,102,0.429,3–1,3,4,48.2,43.9,29.2,38.9,19.6,18,39.4,19.7,63.7,50,46.3,29.7,26.7,14.6,6.6,35.7,46.8,32.7,37.9,64.7,76.764,79.215,2.019,"2,025",0,0,0.2,,78.8,72.7,1.059,0.902,2.012,LIU
191,Northern Arizona,103,106,0.418,2–2,2,4,53.7,54.6,29.5,41.8,17.4,16.7,24.6,23.9,67.5,49.3,55.8,41.6,34.4,2,6.7,43.4,37.9,33.9,29.3,67.6,77.4,79.266,2.472,"2,025",0,0,7.467,,62.7,71.3,1.059,1.07,9.503,Northern Arizona
192,Illinois St.,97.7,100.6,0.417,2–2,2,4,48.3,49.5,22.3,34.2,15.9,17.7,23.7,20.6,69.2,52,48.2,29.6,34.6,7.8,11.8,57,50.5,47.5,35.6,69,76.17,79.309,1.789,"2,025",0,0,1.811,,74.1,72,0.99,0.98,9.367,Illinois St.
193,Southeast Missouri St.,99.8,102.8,0.416,2–2,2,4,48.7,44.1,29.6,42.8,17.7,21,21.7,33.1,69.1,47.3,45.6,33.7,26.4,7.7,13.7,47.9,39.6,42,23.9,70.3,75.531,79.478,2.02,"2,025",0,0,4.131,,70.1,76.8,0.966,0.973,6.695,Southeast Missouri St.
194,Albany,110.9,114.5,0.409,3–2,3,5,52.4,55.1,25.4,32,15.2,16.1,36,23.2,67.2,48.6,54.5,38.5,37.4,14.2,13,52.1,45.9,41.3,36,66.9,75.24,78.264,2.316,"2,025",0,0,16.094,,65,75,1.137,1.099,7.134,Albany
195,Cal Baptist,97.8,101,0.409,4–2,4,6,44.8,46.9,29.7,31.3,21.2,18.3,33.5,30.5,63.7,41.7,50.5,33.3,26.2,6.8,9.8,42.9,31.9,37.6,31.9,63.7,76.669,80.06,2.289,"2,025",0,0,10.53,,77.3,67.3,0.963,0.971,9.594,Cal Baptist
196,Monmouth,109.7,113.5,0.403,3–2,3,5,51,50.2,34.6,31.9,12.2,15.9,27.2,32.8,63.8,44.4,45.9,41.5,38.3,14.4,10.6,58.9,52.4,37.1,37.2,65.2,78.243,80.568,1.565,"2,025",0,0,4.93,,69.7,76.1,1.104,1.098,7.508,Monmouth
197,Virginia Tech,100.1,103.6,0.403,1–4,1,5,51.8,52.6,28.1,34,23.5,16.6,25.6,32.9,67.3,54.5,55.8,31.9,31.3,7.1,8.5,40.2,51.7,41.3,36.2,66.7,77.33,80.429,1.346,"2,025",0,0,44.441,,69.6,75.2,0.957,1.117,34.549,Virginia Tech
198,Western Michigan,105.3,109.1,0.4,3–2,3,5,50.7,50.3,29.3,27.9,14.9,18.1,28.7,31,68.3,52.2,48.9,32.2,35.1,6.5,7.1,46.6,53.1,39.3,38.3,67.7,77.504,80.286,1.888,"2,025",0,0,13.852,,65.9,67.5,1.06,1.042,7.268,Western Michigan
199,Portland,110.7,114.7,0.399,1–2,1,3,55,52.8,20.1,16.2,16.2,12.9,29.4,28.7,69.9,51.9,51.7,39.5,36.4,5,7.4,55.7,57.8,42.9,39.1,67.4,78.769,82.191,1.308,"2,025",0,0,2.689,,84.2,84.4,1.145,1.121,5.77,Portland
200,Eastern Kentucky,108.5,112.5,0.397,1–2,1,3,48.6,54.5,23,34.5,14.4,18,35.2,38.1,64.7,47.9,52.9,33.3,38.1,3.9,6,42.3,44.9,36.1,38.2,63.1,76.782,79.742,1.822,"2,025",0,0,8.128,,71.4,66.7,1.072,1.124,11.482,Eastern Kentucky
201,Rhode Island,110.8,115,0.395,1–4,1,5,54,54.6,35.2,43.4,18,16,30.6,29.9,72.3,54.4,53.1,35.5,37.6,8,6.7,44,50.7,40.2,45.1,70.9,77.326,80.866,2.255,"2,025",0,0,20.946,,67,78.1,1.095,1.167,14.628,Rhode Island
202,Seton Hall,95.6,99.5,0.387,0–5,0,5,44.3,56.6,26.6,50.4,17.7,24.6,25.8,34.8,64.3,45.5,54.9,27.7,39.4,12,9.9,56.4,61.7,30.3,39.8,66.1,78.169,80.212,1.545,"2,025",0,0,58.173,,52.1,75.6,0.874,1.11,45.857,Seton Hall
203,Dartmouth,94.8,98.7,0.386,1–3,1,4,45.9,47.3,28.6,23.9,15.8,12,22.8,24.7,71,51.5,51.2,25.7,26.4,8.1,11,53.6,50.5,43.6,33.6,70.9,76.246,79.203,2.004,"2,025",0,0,0.2,,76.8,61.3,0.964,0.996,10.765,Dartmouth
204,Lamar,94.2,98.1,0.385,2–3,2,5,42.2,45.6,30,40.9,19.4,17.2,37.7,27.2,64,41.8,45.3,28.7,30.9,17.6,11.1,46.3,55.7,34.8,35.6,65,77.049,81.079,2.396,"2,025",0,0,0.2,,67.8,65.7,0.951,0.976,14.655,Lamar
205,Portland St.,94.8,98.8,0.383,3–1,3,4,46.5,47.1,32.7,36.5,16,18.5,33.1,24.6,66.8,48.4,55.8,28.9,24.5,11.7,7.7,54.5,54.3,36.7,45.9,67.9,77.753,80.017,2.694,"2,025",0,0,9.207,,61.3,67.9,1.005,0.957,4.552,Portland St.
206,Jacksonville,99.5,103.7,0.383,3–1,3,4,48.7,48.2,37.8,35.1,17,15.2,35.7,28.7,66,49.7,50,31.1,30.1,8.5,7.3,52,36.5,32.9,36.9,65.9,76.874,79.98,1.903,"2,025",0,0,22.593,,70.6,69.6,1.057,1.03,9.222,Jacksonville
207,North Dakota St.,103.6,108,0.383,1–1,1,2,51.7,48.9,43,36.6,16.1,10.8,31.4,25,74.4,51.3,48.2,34.9,33.3,4.8,6.4,50.9,30.4,35.5,36.6,67.1,76.356,80.076,2.214,"2,025",0,0,6.917,,78.8,72.9,1.116,1.096,4.456,North Dakota St.
208,Old Dominion,98.5,102.7,0.382,4–2,4,6,42.5,45.6,30.5,33.9,17.5,17,36.1,31.8,63.8,40.4,45.5,30.6,30.6,14.4,13.6,44.9,47.4,38.6,33.3,65.5,77.974,80.08,1.502,"2,025",0,0,14.558,,78.3,69.9,0.987,1,9.406,Old Dominion
209,Davidson,102.6,107,0.382,1–5,1,6,49.1,55.8,22.3,24,15.5,16.8,18.3,25.4,65.6,50.5,55.8,31.5,37.3,11.6,8.5,55.6,53.2,44.2,45.8,67,78.576,81.142,1.694,"2,025",0,0,12.525,,77.3,72.5,0.988,1.094,23.148,Davidson
210,East Carolina,101.7,106.1,0.381,3–2,3,5,47.2,51.5,29.9,30.1,14.7,15.2,28.5,32,68.2,47.7,50,30.8,36.3,11,11.2,55.6,54.7,34.6,33.8,67.6,76.738,78.785,2.588,"2,025",0,0,41.905,,74.4,75.8,1.029,1.114,12.566,East Carolina
211,Sam Houston St.,115.1,120.2,0.378,2–2,2,4,53.6,55.9,46.9,33.1,16,14.9,26,31.5,67.3,54,51,35.3,42.7,8.8,3.2,45.4,43.4,40.7,37.7,68,76.496,80.296,2.176,"2,025",0,0,6.809,,73.5,78.2,1.099,1.207,9.224,Sam Houston St.
212,Manhattan,110.1,115,0.377,4–1,4,5,52.9,50,31.9,23.7,15.2,13.1,34.9,26.3,67,52.7,53.3,35.3,30.7,7.8,10.3,58.2,58.8,44.6,45.1,66.9,75.14,78.831,1.524,"2,025",0,0,6.612,,84.2,73.6,1.179,1.071,3.317,Manhattan
213,Georgia St.,111.9,117,0.375,1–3,1,4,52.4,49.2,38.4,26.9,14.2,11.6,32.6,34.8,66.9,51.9,46.1,35.7,35.8,9.7,8.6,33.9,53.2,30.2,40.8,66.4,78.217,80.817,2.035,"2,025",0,0,29.534,,69.7,71.4,1.139,1.143,6.85,Georgia St.
214,Jackson St.,99.4,104,0.373,6–1,6,7,51.8,43.2,37.5,23.9,18.6,14.7,32.9,25.6,68.2,51.3,43.1,35.4,28.9,9,8.2,51.9,53.1,28.8,41.4,66.9,76.04,80.051,1.824,"2,025",0,0,19.638,,74.1,64.4,1.078,0.928,1.903,Jackson St.
215,Navy,108.8,114.1,0.367,4–1,4,5,49.4,54.2,52.3,32,15.7,20,32.1,30.2,66.1,47.5,54.6,35.6,35.8,8.6,8.5,54.8,49.2,33,44.1,68.5,74.267,78.172,1.714,"2,025",0,0,0.2,,79,71.3,1.12,1.08,7.146,Navy
216,UTEP,102.2,107.3,0.364,1–5,1,6,44.4,54.4,38.7,39.2,15.4,18.4,28.2,31,69.9,45.2,54.6,28.8,35.9,6.9,9.6,42.7,52.4,37.9,37.2,69.6,76.863,79.403,2.158,"2,025",0,0,7.975,,74.6,68.9,1.007,1.089,16.555,UTEP
217,Colgate,99.8,104.8,0.363,2–2,2,4,55,52.4,20.1,15.7,16.6,18,21.4,17.3,67.9,56.1,51.8,35.6,35.5,7.3,5,57.3,47.1,39.3,40.4,70.1,77.151,79.648,1.803,"2,025",0,0,0.2,,73.9,72.2,1.054,0.984,3.722,Colgate
218,Texas St.,105.9,111.4,0.358,1–2,1,3,49.1,44.7,46.9,41.1,16,16,35.5,38.8,65.6,48.2,47.7,35.3,27.2,13.8,12.1,50,44.6,19.4,42.6,67.1,76.379,78.926,2.527,"2,025",0,0,14.887,,73.2,78.2,1.094,1.09,6.531,Texas St.
219,Georgia Southern,103.2,108.7,0.355,3–1,3,4,52.9,50,23.9,31.2,17.3,19.1,32.2,33.8,66.7,52.9,50,35.3,33.3,9.6,12.5,57.4,41.7,42.9,32.5,65.9,77.228,80.286,2.032,"2,025",0,0,12.772,,59.6,65.3,1.073,1.043,4.093,Georgia Southern
220,South Florida,100.6,106,0.354,0–4,0,4,44,52.7,34.3,43.2,12.4,20.5,27.5,32.9,68.4,45.5,49.3,27.3,38.6,9.7,15.8,46.9,54,31.8,39.6,66.4,76.616,79.941,1.995,"2,025",0,0,28.221,,68.7,67.7,0.987,1.093,21.147,South Florida
221,Tennessee St.,100.6,106.1,0.352,3–1,3,4,52.2,44.6,44.1,26.5,18.7,17.6,28,29.3,65.3,51.8,44.7,35.4,29.5,9.9,9.4,45.3,44,31.9,33.9,66,77.735,80.176,2.111,"2,025",0,0,11.019,,70,73.8,1.056,0.957,2.795,Tennessee St.
222,Fordham,109.4,115.4,0.351,1–5,1,6,46.4,53.9,34.6,48.5,17,15.3,33.9,34.5,69.6,47,52.9,30.3,37.2,10.9,12.6,49.3,53.1,41.9,35.4,68.9,76.317,79.901,2.42,"2,025",0,0,22.724,,71.1,72.9,1.04,1.174,17.913,Fordham
223,Maine,97.2,102.6,0.349,4–2,4,6,49,49.9,32.5,24.2,12.2,22.4,19.6,34.3,67,48.4,54.4,33.7,27.4,13.3,9.3,52.7,46.5,27.2,34.1,65.6,77.067,79.875,2.536,"2,025",0,0,0.2,,66.4,71.1,1.005,0.998,6.722,Maine
224,Texas Southern,98.5,104.1,0.346,3–2,3,5,53.7,43.1,22.3,31,22.6,16.9,35.3,34.1,69.8,52,44.6,37.2,27,7.9,8.8,45.3,52.5,43,35.5,68.5,76.558,80.742,2.716,"2,025",0,0,12.735,,67.2,66,1.052,0.957,3.744,Texas Southern
225,Southern Illinois,108.4,114.6,0.345,2–2,2,4,55.3,57.7,38.5,34.2,13.8,13.4,24.8,27.2,68.9,53.1,59.3,39.5,37.1,8.1,3.4,49.5,57.1,35.8,43.8,68.9,77.801,79.638,1.53,"2,025",0,0,37.238,,62.1,63.4,1.103,1.194,15.201,Southern Illinois
226,Miami FL,107.9,114.1,0.345,1–3,1,4,47.9,61,14.4,31.8,17.8,16.4,31.5,37.7,70.1,51.8,54.9,27.4,46.8,15.5,7.1,43.4,59.8,36.1,39.8,69.8,77.812,80.412,2.021,"2,025",0,0,55.277,,71.1,80,0.995,1.241,44.297,Miami FL
227,Idaho St.,104.1,110.1,0.344,2–2,2,4,44.7,56.4,29.4,21.4,12.6,19.1,39.1,25.4,65.5,49.4,54.3,23.5,39.6,7.8,7.1,38.5,60.4,33.3,41.4,66.2,77.828,80.5,2.102,"2,025",0,0,0.2,,77.3,70.2,1.092,1.073,6.647,Idaho St.
228,Northeastern,100.5,106.3,0.344,2–2,2,4,50.2,51.6,26,32.7,15.8,24.4,28,37.5,66.7,47,50.7,37.2,35.5,14.5,8.7,52.9,44.3,36.6,35.5,65.5,77.613,79.248,1.814,"2,025",0,0,0.2,,67.2,71.4,1.039,1.016,6.683,Northeastern
229,Hawaii,106.3,112.5,0.343,1–3,1,4,51.6,50.6,32.6,30.5,18.5,10.2,27.1,25.7,68.8,54.5,47.5,31.5,38.9,3.4,6.1,55.4,40.2,41.1,28.9,68,77.736,81.28,2.092,"2,025",0,0,0.2,,82.2,76.3,1.057,1.126,10.044,Hawaii
230,Morehead St.,94.8,100.5,0.338,1–2,1,3,43.1,41.9,35.6,43.5,16.4,16.4,26.2,27.7,63.2,42.4,46.8,29.5,20,5.5,12.1,43.3,43.3,38.1,29.2,61.7,77.427,80.198,2.291,"2,025",0,0,5.462,,71.9,82.1,0.945,0.971,6.24,Morehead St.
231,FIU,95.5,101.3,0.337,2–4,2,6,42.6,46.5,44,34.5,16.6,18.4,27,31.1,67.8,43.4,49.5,27.5,28,12,9.6,46.1,52.4,35.4,39.8,66.5,76.828,80.225,1.854,"2,025",0,0,2.264,,73.2,73.4,0.941,1.005,13.546,FIU
232,North Dakota,101.9,108.1,0.336,1–3,1,4,51,50.4,29.4,37.4,17.1,11,25.9,28.4,73,53.5,53.9,31.7,30,9.1,8.3,54.5,54.9,41.9,39.4,70.2,77.479,79.942,1.949,"2,025",0,0,11.284,,69.9,80,1.041,1.137,16.398,North Dakota
233,East Tennessee St.,101.9,108.1,0.336,2–1,2,3,52.5,50.3,30.2,31.7,13.7,18.9,24.5,27.5,63.4,50,47.2,37.5,36.1,15.7,4.1,58.9,45.6,39.5,44.7,64.1,76.589,79.827,2.459,"2,025",0,0,9.656,,61.2,66.7,1.051,1.03,5.143,East Tennessee St.
234,Tarleton St.,91,96.6,0.335,1–3,1,4,45.3,47.8,36.5,41.3,22.5,22.5,29,28.7,65.4,47.1,48.3,26.1,31.3,15.3,10.2,46.5,59,22.7,41.3,65.5,76.381,78.941,1.116,"2,025",0,0,0.2,,64.9,65.1,0.886,0.94,10.395,Tarleton St.
235,UNC Greensboro,109.6,116.4,0.334,1–2,1,3,50,53.4,55.5,52.1,12,11,29.5,26.8,66.6,49.5,56.8,33.9,32.4,8.4,7.6,44.4,39.5,36,41.7,65.3,76.559,79.782,2.55,"2,025",0,0,0.2,,70.3,76.5,1.141,1.196,5.828,UNC Greensboro
236,Western Kentucky,99.9,106.2,0.331,2–3,2,5,43.2,44.9,34.9,45.4,13.4,14.6,24,31.2,68.7,46,46.3,26.1,28.7,6.1,8.5,44.6,59.3,40.3,44,68.9,76.049,80.082,2.657,"2,025",0,0,14.114,,68,72.2,0.946,1.045,15.474,Western Kentucky
237,Southern,96.5,102.6,0.331,2–3,2,5,45.6,48.7,36.6,42,18.1,21.3,32.6,26.2,66.9,46.9,48.4,28.6,32.7,8.7,12.8,43.2,64.9,31.7,38.5,66.5,76.144,79.022,2.098,"2,025",0,0,0.2,,74.3,66.4,0.993,0.957,2.962,Southern
238,Princeton,102.3,108.8,0.33,2–2,2,4,55.5,58.9,18.1,25.7,14.4,15.9,17.3,18.6,67.6,57.1,58.5,36.1,39.8,8.1,7.6,60.2,59.8,55.9,38.1,65.9,76.17,79.179,1.681,"2,025",0,0,11.997,,72.1,76.8,1.091,1.109,13.631,Princeton
239,Central Connecticut,93.9,99.9,0.329,4–1,4,5,52.5,46.2,23.5,21.6,18.4,18.4,23.2,27,64.8,49.7,51.1,38,25.9,12.5,8.3,47.2,49.2,39,39.7,65.2,75.572,79.537,2.408,"2,025",0,0,0.2,,81.5,60.3,1.035,0.927,1.595,Central Connecticut
240,Fresno St.,104.7,111.4,0.329,1–3,1,4,43.8,50.2,41.4,28.5,15.8,15.8,34,40.8,65,43.3,55.9,29.9,29.4,9.4,14.7,31.8,62.3,33.9,48.4,67.2,77.393,81.112,1.449,"2,025",0,0,6.621,,67,78.6,1.008,1.162,17.473,Fresno St.
241,Washington,104.5,111.2,0.329,0–4,0,4,47.1,60,27.6,32.3,16.8,13.6,20.4,30.8,66.3,47.5,60,31,40,8.9,6.4,56.4,58.7,38.2,42.6,65.7,77.896,80.754,2.047,"2,025",0,0,32.957,,68.3,73.7,0.945,1.238,44.136,Washington
242,UT Rio Grande Valley,105.8,112.6,0.328,2–1,2,3,54.8,51,14.9,24.9,22.2,14.9,27.2,38.8,73.7,52.7,45.2,37.9,42.9,7.5,7.5,63.5,54.8,50.5,30.1,73.9,76.061,78.527,2.41,"2,025",0,0,0.2,,85.7,78.8,1.041,1.149,16.237,UT Rio Grande Valley
243,Rider,112.7,120,0.327,4–1,4,5,54,53.5,23.1,26.8,13.4,14.6,36.9,28.1,64.2,55.6,53.6,33.3,35.6,6.6,7.4,48.3,45,28.7,41.5,64.8,76.801,79.035,2.026,"2,025",0,0,11.592,,75.7,71.1,1.183,1.115,5.055,Rider
244,Norfolk St.,103.4,110.1,0.327,5–2,5,7,52,47.9,34.5,36.3,18.6,17.6,37.2,34.6,67.2,54.2,43.1,29.8,37.2,9.4,9.6,50.3,59.5,23.2,38,65.6,76.741,80.249,2.602,"2,025",0,0,7.466,,74.3,71.8,1.1,1.048,5.041,Norfolk St.
245,Mercer,93.5,99.6,0.326,2–2,2,4,45.6,47.5,27.7,25.3,16.1,14.7,23.5,20.6,69.7,43.1,47,33,32.1,6.8,13.2,51.6,56.7,39.5,45.2,68.8,76.363,79.408,2.334,"2,025",0,0,0.2,,75.8,67.2,0.958,0.969,7.847,Mercer
246,Mount St. Mary's,98.1,104.5,0.326,5–2,5,7,52.8,42.8,22.5,20.9,22.9,12.2,29.2,25.7,65.6,47.2,43.1,40,28.3,7.3,13.7,61.4,57.7,43.8,46,66.3,77.043,80.419,2.013,"2,025",0,0,0.853,,74.1,81.1,1.004,0.961,5.055,Mount St. Mary's
247,Abilene Christian,91.2,97.2,0.325,2–3,2,5,42.8,48.2,27.4,45.5,23.1,23.6,33.7,32,71.9,44.4,52.4,25.3,23.9,10.1,14.2,60.7,50.8,24.4,25.4,71.4,77.337,79.635,1.815,"2,025",0,0,16.713,,76.2,63,0.887,0.947,10.429,Abilene Christian
248,Missouri St.,98.6,105.2,0.322,0–3,0,3,46.8,56.5,28.7,25.5,21.2,18,29.4,29.9,60.6,40.2,55.7,38.3,38.4,12.5,11.3,54.8,68.8,38.2,45.3,62.6,75.802,77.624,1.724,"2,025",0,0,0.2,,71.1,73.2,0.95,1.125,23.282,Missouri St.
249,Denver,96.3,102.8,0.321,1–2,1,3,49.4,50.7,32.3,56.8,20.5,20,23.7,31.3,66.5,47.1,46.4,35.7,39.2,13.4,7.8,35.3,52.3,35.4,34.5,66.7,76.356,79.985,1.39,"2,025",0,0,0.2,,78.4,66.7,0.982,1.032,11.475,Denver
250,Saint Peter's,91.9,98.1,0.321,2–2,2,4,40.9,43.7,37.5,29.5,16.7,17,27.5,29.7,66.9,38.1,45.1,31.2,27.4,11.8,12.9,43.4,47.8,33.2,35.4,67.4,77.225,80.206,1.705,"2,025",0,0,0.2,,79.3,77.1,0.939,0.946,4.896,Saint Peter's
251,Samford,123,131.4,0.319,1–2,1,3,54.6,66.6,48.9,65,12.7,19.6,33.3,35.3,73.3,55.2,58.9,35.7,48.8,6.8,12.9,46.1,54.8,37.6,53.5,74.9,76.608,79.83,1.714,"2,025",0,0,19.421,,76.9,75.5,1.242,1.301,10.762,Samford
252,Bowling Green,93.2,99.6,0.318,3–2,3,5,50.4,47.5,32.5,18.8,20.5,14.5,22.5,23.3,67.4,48.3,49.7,36.3,30.3,10.7,15.5,46.2,59.5,34.3,51,66.3,76.221,79.497,2.138,"2,025",0,0,5.416,,69.8,71.9,0.97,0.979,6.542,Bowling Green
253,Youngstown St.,103.6,111.1,0.309,2–2,2,4,48.7,52.2,38.6,36.4,16.8,16.8,30.1,28.1,68.4,46.2,45.5,34.2,42.4,11.9,13.7,60.9,60.4,48.7,37.3,68.3,76.848,80.7,2.268,"2,025",0,0,12.446,,71.6,72.3,1.042,1.089,8.409,Youngstown St.
254,South Dakota,100.5,107.8,0.309,2–2,2,4,47.1,54.4,43.3,40.7,11.4,15.3,25,25.9,77,46.6,56.5,32,34,5.2,7.5,29.9,49.6,38.3,37.9,77.6,77.257,79.388,2.334,"2,025",0,0,10.379,,74.3,74.3,1.072,1.121,13.94,South Dakota
255,Lafayette,100.5,107.8,0.309,2–2,2,4,54.2,50.2,32.1,21.1,16.1,15.7,18.5,22.8,66.8,53.2,46,37.1,37.6,11.5,7.9,69,51.5,41.4,40.1,69,75.914,79.906,1.324,"2,025",0,0,1.282,,72.5,75.5,1.06,1.011,4.098,Lafayette
256,Charlotte,104,112,0.299,1–5,1,6,47.8,56.9,42.2,47.5,18.3,15.2,29.7,27.4,64.8,47.7,57.4,31.9,37.4,7.4,14.2,52.3,49.4,45,32.7,65.8,77.397,79.948,2.487,"2,025",0,0,10.18,,74.8,65.3,1.047,1.129,17.283,Charlotte
257,Brown,91.5,98.7,0.295,1–2,1,3,41.1,48.8,24.7,31.1,17.9,18.4,33.6,24.5,67.2,47.5,46.7,19.7,35.1,13.1,13.3,42.9,54.3,35.5,34.8,66.5,75.988,78.526,2.035,"2,025",0,0,3.81,,54.3,78.4,0.883,0.992,13.22,Brown
258,Bucknell,108.7,117.4,0.292,3–1,3,4,57.7,51.1,39.2,44.2,15.7,14.3,28.8,26.1,66.5,58.5,45.4,37.3,39.4,10.8,7.5,49.1,51,33.8,42,67.2,76.594,80.691,2.139,"2,025",0,0,0.2,,70.1,74.7,1.158,1.107,2.998,Bucknell
259,William & Mary,104.8,113.3,0.29,0–4,0,4,52.2,56.6,33.2,34.7,19,18.3,22.9,35.3,71.1,49.6,51.7,36.7,42.4,8.4,12.8,63.3,57.8,48.2,40.9,71.6,77.446,79.527,2.367,"2,025",0,0,12.835,,70.7,75,1.017,1.186,8.87,William & Mary
260,Massachusetts,104.6,113.2,0.287,1–3,1,4,44.8,54.7,29,32.2,14.8,15.8,33.5,29.1,69.5,44.7,56.6,30,35.1,9,10.1,52.5,60.6,38.6,48.3,69.3,76.818,80.242,1.619,"2,025",0,0,36.756,,70.7,72.4,1.026,1.126,13.75,Massachusetts
261,Quinnipiac,103.1,111.6,0.287,3–3,3,6,48.6,49.6,34.1,26.7,17.6,15,31.4,26.3,70.2,52.1,49.8,28.6,32.7,9.5,10.5,54.6,43.6,37.8,28.3,71.9,77.465,79.764,1.998,"2,025",0,0,8.891,,78.3,72.4,1.035,1.033,4.705,Quinnipiac
262,Texas A&M Commerce,98.2,106.5,0.282,2–1,2,3,48.6,49.7,29,36.1,15,20.5,27.3,37.4,66.5,50.5,46.7,30.9,38.3,14.8,12.6,71.2,57.3,46,27.8,67.8,76.302,79.365,1.997,"2,025",0,0,8.201,,64.7,60.7,1.022,1.027,2.643,Texas A&M Commerce
263,Wyoming,101.9,110.6,0.281,0–4,0,4,46.2,52.3,23.5,56.7,18.1,16.1,34.2,27.5,63.5,49.6,52.1,28,35.1,7.7,10.2,44.1,50,45.7,39.7,64.3,77.738,80.455,2.27,"2,025",0,0,23.511,,60,73.6,0.98,1.117,18.984,Wyoming
