,Team,Adj OE,Adj DE,Barthag,Record,Wins,Games,eFG,eFG D.,FT Rate,FT Rate D,TOV%,TOV% D,O Reb%,Op OReb%,Raw T,2P %,2P % D.,3P %,3P % D.,Blk %,Blked %,Ast %,Op Ast %,3P Rate,3P Rate D,Adj. T,Avg Hgt.,Eff. Hgt.,Exp.,Year,PAKE,PASE,Talent,,FT%,Op. FT%,PPP Off.,PPP Def.,Elite SOS,Team
348,Morehead St.,95.5,115.9,0.097,1–8,1,9,43.5,52.7,35.5,39.6,18.4,15.6,30.5,24.6,64,42.9,50.3,29.7,38.8,3.4,12.5,47.8,48.2,37.5,29.9,63.7,77.427,80.198,2.291,"2,025",0,0,5.462,,70.3,77.2,0.943,1.098,4.363,Morehead St.
349,New Orleans,100.5,122.1,0.096,0–10,0,10,46.7,55.4,31.4,25.1,19.2,13.9,36.9,30.8,67.3,48.4,53.9,27.9,38.1,9,8.3,45.3,58.8,25.8,47,67.9,75.274,79.147,1.417,"2,025",0,0,6.865,,69.1,70.7,1.01,1.18,8.885,New Orleans
350,Southern Indiana,96.3,117.4,0.093,1–8,1,9,46.3,52,26,30.7,16.9,16.1,26.3,32.8,67.9,43.4,50.7,34.4,36.4,6.9,7.5,44.4,44.6,35.7,33.6,67.9,76.355,79.438,1.89,"2,025",0,0,0.2,,75,67.9,0.972,1.101,4.302,Southern Indiana
351,NJIT,98.9,121.2,0.088,1–8,1,9,47.8,53.5,25.5,39.2,16.7,13.4,27.6,31.2,69.4,45,56.1,34.5,32.7,6.4,11.5,38.3,51.2,40.6,37.1,68.9,76.236,79.09,0.947,"2,025",0,0,0.2,,73.2,72.8,1.004,1.164,5.684,NJIT
352,Central Arkansas,98.7,121.8,0.082,3–8,3,11,50.7,60.1,33.4,19.2,19.8,14,26.9,27,66.3,55.3,57.2,30.2,41.7,8.8,11.9,55,63.8,46.6,54.2,66,76.946,80.562,0.82,"2,025",0,0,0.2,,74.4,71.1,1.019,1.212,11.91,Central Arkansas
353,The Citadel,96.1,118.9,0.08,0–10,0,10,45.7,56.9,35,30.3,17,16.2,27.8,31.6,64.7,49.5,61.8,27,33.7,4.7,11,48,54.8,42.8,43.8,64.6,76.981,78.922,1.756,"2,025",0,0,0.2,,63.9,70.9,0.963,1.174,8.017,The Citadel
354,Canisius,97.8,121.1,0.079,1–9,1,10,52.4,56.3,25.7,33.4,19.8,18.2,16.9,33,67.7,50.6,59.7,36.6,34.1,6.8,11.1,44.1,57,40.8,39.6,68.5,76.7,79.307,1.676,"2,025",0,0,4.438,,75.7,80.9,0.972,1.161,6.345,Canisius
355,Stetson,97.1,120.8,0.075,1–9,1,10,49.7,54.2,29,25.5,16.5,12,22,31.7,66.6,50.8,55.9,31.8,34.7,8.9,7.6,43.2,56.4,35.4,43.7,66.8,77.632,80.833,1.891,"2,025",0,0,16.987,,73.8,76.6,1.001,1.192,8.609,Stetson
356,Alabama A&M,93.7,117.2,0.071,3–8,3,11,46.4,55.8,41.8,52.1,20.8,21.4,31.5,31,69.9,47.2,54.2,30.1,39,11.2,8.4,50.6,57.1,42,37.1,69.7,76.822,80.353,1.907,"2,025",0,0,0.2,,65.5,68.5,0.963,1.084,3.841,Alabama A&M
357,Louisiana Monroe,97.3,122.8,0.064,1–8,1,9,45.5,56.6,34.3,22.4,16.4,12.7,27.2,35.2,67.5,42.1,58.2,35.8,36.4,7.3,8.4,50.2,61.7,29.1,46,67.2,78.118,81.497,2.461,"2,025",0,0,0.2,,73.6,72.5,0.98,1.23,11.791,Louisiana Monroe
358,Maryland Eastern Shore,92.4,117.7,0.058,2–8,2,10,47.6,54.2,35.4,46.6,20.6,17.9,30.4,29.5,65.9,45.5,52.9,34,38,6.7,9.2,52.5,58.2,38,30.7,64.4,76.759,79.76,1.829,"2,025",0,0,4.455,,69.8,69.6,0.987,1.101,2.858,Maryland Eastern Shore
359,Chicago St.,96.5,123.9,0.053,2–8,2,10,47.6,57.8,25,28.9,15.2,18.8,21.8,32.8,66.1,46.5,55.1,32.8,41.4,9.7,7.1,48.1,53,42.1,37.9,67.6,77.064,78.462,1.665,"2,025",0,0,6.202,,78.2,76.2,0.996,1.152,3.439,Chicago St.
360,Coppin St.,87.7,112.8,0.052,3–6,3,9,47.8,52.8,36.7,34.8,21.1,21.3,25.6,33.2,69,47.6,51.7,32.2,36.9,6.3,10.1,55.8,56.8,35,31.3,67.9,76.807,79.616,1.908,"2,025",0,0,0.2,,70.9,71.9,0.943,1.062,3.844,Coppin St.
361,Arkansas Pine Bluff,92.3,120.5,0.045,3–8,3,11,49.5,51.6,35.4,36.3,18.2,18.7,26.3,31.8,70,50.7,51.4,31.5,34.7,6.8,8.9,59.9,53.2,34.6,42.5,69.5,77.108,80.38,1.633,"2,025",0,0,0.2,,56.3,67.5,0.978,1.058,2.703,Arkansas Pine Bluff
362,Prairie View A&M,92.9,121.3,0.045,1–9,1,10,45.8,55.2,28.8,32,16.2,18.3,26.9,37.6,67.7,46.8,53.7,29.4,39.4,9.6,9.6,48.1,48.3,34.3,27.8,67.2,74.829,79.148,2.202,"2,025",0,0,1.347,,63.9,64.7,0.952,1.113,4.016,Prairie View A&M
363,Cal St. Fullerton,84.5,114,0.031,0–10,0,10,41.9,56.2,33.6,22.8,23.3,13,24,26.9,71.7,43.1,54.9,26.5,38.5,7.9,10.9,43.1,58.4,36.4,45.7,70.1,77.075,80.381,1.612,"2,025",0,0,3.335,,68.6,73.2,0.82,1.177,15.677,Cal St. Fullerton
364,Mississippi Valley St.,82.5,126.1,0.008,1–9,1,10,45.5,54.4,36.6,38.3,22.1,13.8,20.2,34.6,66.5,42.9,54.8,33.9,35.6,4.7,9.4,46.2,45.1,33.4,30.8,65,76.097,79.434,2.353,"2,025",0,0,0.2,,64.1,63.8,0.852,1.172,2.888,Mississippi Valley St.
